Title,Ingredients,Steps,Loves,URL
Mendol Tempe Semangit pedas...gurih,1/2 papan tempe (yg sdh 3hr)kira2 300grm--8 buah cabe rawit (sy sk pedas)--3 lembar daun jeruk purut--2 cm kencur--3 siung bawang putih--sesuai selera Gula garam--2 sdm tepung terigu/tepung beras--,Panaskan kompor..kukus tempe sampai empuk kira2...10mni--Cuci bersih smua bumbu..kmudian ulek agak kasar..--Kmudian masukkan twmpe kukusnya ulek bareng bumbu..aduk sampai rata--Kemudia bentuk sesuai selera...lalu goreng dgn api sedang..sampai kuning kcoklatan..--,5,/id/resep/4259163-mendol-tempe-semangit-pedasgurih
Sosis Balut Tempe,250 gr tempe--1 butir telur ayam--3 buah sosis--secukupnya lada--secukupnya garam--Tepung krispi secukupnya(sy pake sasa)--secukupnya Minyak goreng--,"Potong tempe dadu. Kukus selama 5-10 menit utk menghilangkan bau. Haluskan diwadah.--Tambahkan garam dan lada aduk hingga merata. Tambahkan telur aduk lagi. Kalau terlalu lembek tambahkan tepung krispy...--Ambil satu buah sosis, baluti dengan adonan tempe tadi. Boleh seluruhnya ditutupi atau disisakan kanan dan kiri sosisnya biar kelihatan--Gulingkan dalam tepung krispy sampai merata--Goreng sampai warna kecoklatan. Potong miring, hidangkan.--",3,/id/resep/4260644-sosis-balut-tempe
Tempe Katsu,Tempe--1 bungkus tepung bumbu serba guna--1 ons tepung roti--1/2 sdt masako (sesuai selera)--1/2 sdt garam (sesuai selera)--2 butir telur--,"Rebus tempe hingga matang--Haluskan tempe yang sudah direbus--Campurkan 1/2 bungkus tepung bumbu, garam, masko, dan tempe yang telah dihaluskan--Siapkan bahan pembalut tempe yang terdiri dari 1) tepung bumbu serba guna 2) telur yang dikosok 3) tepung roti, letakkan masing-masing adonan pada piring--Ambil sedikit adonan tempe, bentuk membulat tapi pipih (sesuai selera)--Balurkan tepung bumbu serba guna pada tempe--Balurkan telur yang telah dikocok pada tempe--Balurkan tepung roti pada tempe--Lalu goreng hingga berwarna sedikit kecoklatan, tiriskan--Selesai dan hidangkan :)--",7,/id/resep/4260807-tempe-katsu
Tempe Jontor,"4 papan tempe ukuran kecil--Bahan pelapis :--150 gram tepung terigu--100 gram tepung beras--Secukupnya garam,gula penyedap--secukupnya Kunyit bubuk--Air--Sambal isi :--100 gram cabai rawit--50 gram bawang merah+putih ""campur""--sedikit Terasi--Secukupnya garam,gula penyedap--Daun bawang,iris--","Iris jadi 8 potong memanjang. Lubangi tengahnya,dibelah saja tapi jangan putus. Sisihkan.--Haluskan sambal,tumis. Beri garam gula penyedap. Koreksi rasa. Angkat.--Untuk bahan pelapis campur tepung,kunyit lalu masukkan air sedikit demi sedikit sampai kental. Beri irisan daun bawang.--Masukkan isian sambal kedalam tempe sampai habis.--Panaskan minyak,celupkan tempe ke bahan pelapis. Goreng sampai coklat keemasan. Angkat.--Selamat mencoba.😊----",8,/id/resep/4260269-tempe-jontor
Terik Tahu Tempe Telur Bumbu Kuning,6 potong tahu--6 potong tempe--15 butir telur puyuh rebus--1 cm lengkuas--1 cm kunyit--bumbu halus :--4 siung bawang putih--7 siung bawang merah--1 sdt ketumbar bubuk--1 buah kemiri--1 sachet santan bubuk--1 lt air--secukupnya garam--secukupnya gula--,"Goreng tahu & tempe setengah matang--Haluskan bumbu kemudian tumis hingga harum--Masukkan tahu tempe telur dan tambahkan sedikit air, biarkan bumbu meresap--Tambahkan santan bubuk yg sudah d larutkan dengan 1 liter air, masukkan juga lengkuas & kunyit yg sudah d geprek--Tambahkan 1 sdt ketumbar bubuk, garam & gula sesuai selera--Tunggu hingga bumbu meresap / sampai meletup-letup--Done... terik tahu tempe telur siap disajikan--",2,/id/resep/4259874-terik-tahu-tempe-telur-bumbu-kuning
Sambal teri + tempe,"2 ons teri nasi--1 papan tempe--5-6 buah cabe hijau, iris serong--secukupnya Garam dan gula--Bahan blender :--4 butir bawang merah--1 siung bawang putih--1/2 ons cabe merah--1 buah tomat merah--","Goreng teri dan tempe dengan minyak yg banyak secara terpisah sampai kering..kemudian sisihkan..--Tumis bahan blender dan cabe hijau yg sudah di iris dengan minyak yg agak banyak..(jgn terlalu sedikit, tp jg jgn kbanyakan)--Masak sampai tanak...setelah tanak..beri sedikit air.. Kemudian masukan garam dan gula.. Test rasa..(klo suka agak manis gula bsa di tambah)..masak sebentar sampai air mengering dan sambal agak berminyak.--Matikan api, tunggu sampai sambal dingin, setelah sambal dingin masukan teri dan tempenya.aduk rata...siap di sajikan.--Nb: memasukan teri dan tempe dalam kondisi sambal yg dingin, agar teri dan tempe tetap kriuk. Nggak jd lembek..--",6,/id/resep/4259943-sambal-teri-tempe
TRIO KTT (kacang teri tempe),1/2 papan Tempe--125 gram kacang--125 gram teri medan--4 bh cabe merah--3 siung bawang merah--1 siung bawang putih--5 bh cabe rawit merah--,"Goreng tempe yg sudah dipotong"", lalu kacang--Sambil menggoreng tempe/kacang siapkan cabe merah, duo bawang & cabe rawit haluskan--Goreng bumbu beri air secukupnya lalu bumbui sesuai selera tunggu sampai mendidih dan air mulai menyusut--Masukan tempe, kacang dan teri aduk aduk sampai tercampur rata--Koreksi rasa dan selamat makan :) :)--",0,/id/resep/4260009-trio-ktt-kacang-teri-tempe
"Oseng"" touge + tahu + tempe",2000 Touge--4 Bawang merah--3 Bawang putih--1 bji Cabe merah besar--2 Cabe kecil--Kecap--Penyedap rasa--Daun bawang secukup nya--,"Semua bumbu d iris tipis"".. Lalu d tumis smua bumbu yg sdah d cincang td.. Klau sdah harum kasih sedikit air.. Masukkan tahu & tempe yg sdah d iris tipis.. Lalu masukkan touge yg sdah d cuci bersih.. Tunggu sampai matang.. & icip"" rasa nya ya.. Jngn lpa kasih sedikit kecap.. Agar tdk pucet warna nya..--Oseng"" touge pun siap d sajikan..--",2,/id/resep/4260016-oseng-touge-tahu-tempe
Tumis Pare Tempe,"3 buah pare--1 papan kecil tempe--5 cabe merah--5 rawit merah--5 siung bawang merah--3 lembar daun salam--1 ruas lengkuas, geprek--Bumbu halus:--2 siung bawang putih--3 butir kemiri--1/2 sendok teh lada, bisa diganti lada bubuk ya--Garam--Penyedap--","Potong pare tipis-tipis, bejek2 dengan 1 sendok teh garam & air hangat. Cuci sampe bersih ya biar ga pait--Iris tempe, cabe merah, rawit merah & bawang merah--Tumis bawang merah, bumbu halus, & cabe2an sampe harum. Tambahkan lengkuas dan daun salam. Beri air 1 gelas belimbing. Tunggu mendididih--Masukkann tempe & pare. Tambah kan garam & penyedap. Masak sampe matang--",6,/id/resep/4260017-tumis-pare-tempe
Tempe Uleg Pedas,1 balok Tempe--bumbu halus:--2 siung bawang putih--3 buah cabe merah besar dipotong melintang biji tidak dibuang--secukupnya gula merah--secukupnya garam--secukupnya merica--3 siung bawang merah--,"Potong tempe sesuai selera lalu goreng tapi tidak terlalu kering tiriskan sampai minyaknya berkurang lalu tempe di uleg tidak terlalu hancur--Tumis bumbu halus dengan sesikit minyak sampai harum, tambahkan gula merah, garam dan merica. masukan cabai, tumis sampai semua bumbu harum--Campurkan tempe ke dalam tumisan bumbu aduk merata--Tempe siap di nikmati 😁 mudah sekali tapi sensasi makannya beda sama tempe orek loh--",2,/id/resep/4260240-tempe-uleg-pedas
Tempe Kriuk super enak,1 bks tempe uk sedang (-+500 gr)--100 gr Air asam Jawa (1 bks / 1 sdt asam Jawa larutkan air)--3 lbr daun salam--3 cm lengkuas (geprek)--1 bh gula merah (klo uk nya kecil +jadi 2)--1/2 sdt garam--5 cabai merah keriting (iris serong)--3 cabai ijo besar (iris serong)--5 bawang merah (iris tipis)--3 bawang putih (iris tipis)--,"Iris tempe tipis""lalu goreng hingga kering dengan api sedang tiriskan👉 tumis bawang, cabai, daun salam, lengkuas hingga sedikit kering 👉 lalu masukkan air asam Jawa, garam, dan gula merah aduk"" sampai air menyusut lalu matikan kompor 👉baru masukkan tempe dan aduk merata 👉 tempe siap dihidangkan. Selamat mencoba--Jadi bekal suami hari ini, ditemani ikan salem balado dan buah. Kesukaan pak suami 😍--",15,/id/resep/4259382-tempe-kriuk-super-enak
Tempe balado,1 ppn tempe (potong-potong)--Bumbu halus :--5 siung bawang merah--2 siung bawang putih--10 bh cabe merah--10 bh cabe rawit--1 bh tomat kecil--Garam--Kaldu bubuk (optional)--,"Taburi tempe dengan sejumput garam kemudian goreng, sisihkan--Tumis bumbu halus sampai matang kemudian tambahkan tempe yang sudah di goreng. Aduk rata--Angkat, sajikan.--",2,/id/resep/4259575-tempe-balado
Sate Pentol Tempe / Pentol Tempe Bakar ala Eka,"Bahan pentol:--2 bungkus tempe ukuran sedang--250 gr tepung tapioka--100 gr tepung terigu--5 siung bawang putih--1 sachet merica bubuk--1 sachet penyedap rasa sapi (boleh rasa ayam)--1 butir telur--1 1/2 gelas air es--Secukupnya air untuk memasak pentol--Tusuk sate--Bumbu bakar:--10 buah cabe keriting--5 buah cabe rawit--5 siung bawang merah--5 siung bawang putih--1 ruas jari kunyit--Secukupnya ketumbar--4 biji kemiri--4 lembar daun jeruk--1 Batang serai digeprek--Secukupnya kecap manis, gula, garam, dan penyedap rasa--","Potong dadu tempe, dan kukus. Setelah dikukus haluskan. Jangan terlalu halus biar teksturnya berasa.--Campur tepung tapioka, tepung terigu, bawang putih yang sudah dihaluskan, merica bubuk, penyedap rasa, telur dan tempe. Tambah air sedikit demi sedikit sampai adonan terjampur rata dan tekstur pas. Usahakan jangan terlalu lembek atau terlalu keras.--Masak air dalam panci. Bentuk adonan bulat""sesuai selera lalu masukkan pada panci yang airnya sudah mendidih. Aku bikinnya agak kecil"", biar jadi banyak.--Setelah pentol mengapung agak lama langsung angkat. Usahakan pentol benar"" matang sampai ke dalam yah.--Sementara menunggu pentol dingin, haluskan bumbu. Tumis bumbu halus dengan daun jeruk dan serai sampai harum. Tambah sedikit air lalu masukkan kecap manis, penyedap rasa, garam dan gula sesuai selera.--Setelah agak mendidih, masukkan pentol tempe. Tunggu sampai bumbu benar"" meresap dan air habis. Setelah itu matikan kompor dan tunggu pentol dingin sebelum ditusuk dengan tusukan sate.--Setelan ditusuk dengan tusukan sate pentol siap dibakar. 1 tusuk sate aku isi 4 pentol.--Sebenernya dimakan tanpa dibakar pun sudah enak. Tp kalo dibakar, aroma dan rasanya lebih nendang.--Selamat mencoba 😄😄--",2,/id/resep/4259486-sate-pentol-tempe-pentol-tempe-bakar-ala-eka
Nugget tempe,"2 bungkus tempe--3 sdm terigu--lada, garam, royco--1 telur--1 wortel--1 daun bawang--3 bawang putih haluskan--pelapis :--terigu--tepung roti--","Rebus tempe lalu haluskan--Rajang halus wortel dan daun bawang--Campur tempe, terigu, sayuran, telur, lada, garam, royco dan bawang putih.--Masukan loyang dan kukus 15 menit. Setelah dingin potong2.--Encerkan terigu, masukkan nugget ke adonan terigu lalu ke tepung roti sampai selesai.--Siap digoreng atau simpan kulkas bwt cdangan--",12,/id/resep/4259500-nugget-tempe
Orek Tempe,"1 papan tempe, potong korek api--5 bh bawang merah, iris--3 bh bawang putih, iris--Cabe keriting + rawit secukupnya, iris serong--Seruas lengkuas, memarkan--5 lbr daun jeruk, buang tulang daunnya--1 batang serai, memarkan--1,5 sdm kecap manis--1/2 sdm kecap asin--secukupnya Garam dan gula--1/2 bh tomat, potong2--","Goreng tempe sampai matang, sisihkan.--Tumis bawang merah, bawang putih, cabe, lengkuas, serai dan daun jeruk sampai harum.--Masukkan tempe. Beri garam, gula, kecap asin, kecap manis, aduk rata. Tambahkan tomat. Jika terlalu kering boleh ditambah sedikit air.--Masak sampai bumbu meresap--",45,/id/resep/4259689-orek-tempe
Oreg tempe pete,250 g tempe--3 papan pete (kupas potong²)--bumbu ulek:--3 siung bawang merah dan putih--5 buah cengek domba--sejumput terasi--1/2 sdt garam--bumbu lainnya:--2 dmk kecap bango--1 helay bawang daun (potong kecil)--1 buah tomat kecil (potong²)--minyak goreng secukupnya dan air--,"Potong dadu tempe lalu goreng sampe sedikit menguning jangan sampe kering--Goreng bumbu yang di ulek sampe wangi lalu masukan bawang daun,tomat goreng sebentar lalu masukan tempe aduk sampe tercampur tara dengen bumbu,--Masukkan kecap manis,dan pete,masak kurleb 15menit beri air 3 sdm biarkan bumbu meresap ke dalam tempe,cek rasa angkat dan hidangkan--",14,/id/resep/4259780-oreg-tempe-pete
Tempe mendo'an,1 papan tempe daun (tempe yg dibungkus daun)--Tepung kriuk--Daun seledri--secukupnya Air--Minyak untuk menggoreng--,"Potong tempe sesuai selera--Iris daun seledri lalu masukkan kedalam tepung kriuk beri air aduk rata--Panaskan minyak, adoni tempe kedalam tepung lalu goreng--NB= kalau mau ditambah bumbu boleh bawang putih dan ketumbar dihaluskan. Saya tidak menambahkan bumbu karna tepungnya sudah ada bumbunya😊😊😊--",8,/id/resep/4259132-tempe-mendoan
Kering Tempe Pedas Manis,"1 papan tempe--4 lbr daun jeruk--1 ruas lengkuas--1 btg serai--4 sdm ikan teri (bisa skip)--4 sdm kacang tanah (bisa skip)--2 sdm kecap--2 sdm gula jawa--3 sdm gula pasir--1 sdt garam, kaldu bubuk--Bumbu halus :--6 siung bawang merah--4 siung bawang putih--7 bh cabe merah keriting--3 bh cabe rawit setan--3 lbr daun jeruk--","Iris tipis tempe bentuk batang korek. Goreng sampai benar2 kering. Goreng kering juga teri dan kacang tanah.--Haluskan bawang merah, bawang putih, cabe dan daun jeruk sampai halus.--Panaskan sedikit minyak goreng, tumis bumbu halus sampai harum lalu masukkan lengkuas, serai dan daun jeruk.--Pastikan bumbu benar2 matang lalu iris2 gula jawa lalu masukkan dalam tumisan bumbu, aduk rata. Selalu gunakan api kecil cenderung sedang.--Lalu masukkan sedikit air, aduk terus menerus.--Masukkan kecap, gula pasir, garam dan kaldu bubuk.--Aduk terus sampai bumbu mengental seperti karamel, benar2 kental. Koreksi rasa. Matikan api.--Langsung masukkan teri dan kacang, aduk cepat.--Langsung masukkan tempe kering, aduk rata. Dari mematikan api dan memasukan tempe harus cepat supaya bumbu cepat meresap dan tidak mengeras sehingga tercampur sempurna.--Aduk terus sampai bumbu tercampur rata sempurna.--Kering tempe pedas manis siap dihidangkan untuk pendamping makan. Bisa disimpan dalam toples kedap udara.--",83,/id/resep/4259360-kering-tempe-pedas-manis
Tempe isi sambal,"1 papan tempe--Bahan sambal:--3 buah bawang putih--5 buah bawang merah--4 buah cabe rawit--2 buah cabe kriting--secukupnya Garam,gula dan penyedap--Bahan tepung:--secukupnya Tepung--Daun bawang seledri iris tipis--3 buah bawang putih--2 buah kemiri--1 ruas kunyit--1 sdt ketumbar--secukupnya Air,garam,dan penyedap--","Potong"" tempe sesuai selera...kemudian belah tengahnya jangan sampai putus ya👍--Goreng bahan sambal bentar,lalu uleg....kemudian tumis kasih bumbu..icip kalo udah pas angkat dan dinginkan..--Sambil menunggu isian dingin...kita bikin adonan tepung...campur semua bahan jadi satu jangan terlalu encer dan jangan terlalu kental sedang"" saja kya buat tempe mendoan ya😃--Ambil tempe isi dengan sambal..lakukan sampe habis--Panaskan minyak lalu...masukan tempe ke adonan tepung kemudian goreng sampai kecoklatan sajikan selagi hangat👍👌👌☕--",14,/id/resep/4259144-tempe-isi-sambal
Tempe Mendoan Kemangi,"14 iris tempe--7 sdm tepung terigu--1 sdm tepung tapioka--Secukupnya daun kemangi, iris halus--1 batang daun bawang, rajang halus--2 lembar daun jeruk, iris halus--4 buah cabe rawit merah, iris halus--Secukupnya garam--Secukupnya air es--4 siung bawang putih, haluskan--1 sdt ketumbar, haluskan--","Campur semua bahan kecuali tempe.--Masukkan tempe pada adonan dan goreng sampai warna keemasan.----Dibanyakin kemanginya, hmm enak😍--",11,/id/resep/4068705-tempe-mendoan-kemangi
Sambel Tempe Kemangi,"200 g tempe--Secukupnya kemangi--15 buah cabe merah keriting--10 buah cabe rawit(sesuai selera)--5 siung bawang putih--3 buah bawang merah--5 cm kencur--1/2 sdt garam--1/4 sdt kaldu bubuk--Bahan rendaman:--3 siung bawang putih, haluskan--Secukupnya garam--Secukupnya air--","Aduk rata bahan rendaman, masukkan tempe yg sdh dipotong bbrp bag. Rendam bbrp saat. Tiriskan tempe, potong dadu, goreng.(saya langsung potong dadu, lalu direndam bbrp menit,tiriskan & goreng)--Panaskan sedikit minyak, goreng sebentar cabe rawit, bawang merah, bawang putih dan kencur yg sdh dipotong2. Lalu haluskan, tambah cabe merah kriting, garam dan kaldu bubuk, cukup diuleg tdk terll halus. (cabe kriting jg bs digoreng, tinggal pilih sesuai selera sj).--Masukkan tempe sambil agak ditumbuk, pindahkan ke wadah, masukkan daun kemangi, aduk rata. Siap disajikan.----",12,/id/resep/4236013-sambel-tempe-kemangi
Steak Tempe saus Teriyaki,Bahan :--1 tempe kotak besar--1 sdm tepung terigu--sesuai selera Kaldu bubuk--Merica bubuk--3 biji buncis--1 buah wortel--2 siung bawang putih--Margarine--Bahan saus :--1 sachet saos teriyaki--Saos Sambal--Bawang bombay--secukupnya Gula dan Garam--,"Kukus Tempe 10 menit, kemudian haluskan setelah itu masukan tepung,garam,lada,gula, kaldu bubuk uleni sampai rata dan pipihkan.--Pipihkan adonan tempe tadi, boleh disimpan dikulkas dlu biar padat tapi kalau saya langsung saya grill pakel teflon (bukan di goreng ya).--Tumis bombay kemudian masukan semua saos,lada,garam dan gulanya sesuai selera masing2 ya, bisa juga dtmbah maizena sedikit.--Rebus buncis dan wortel selama 3-5 menit.--Platting adonan tempe yg udah di grill td dengan buncis dan wortel kemudian siram dgn saosnya.--",7,/id/resep/4258483-steak-tempe-saus-teriyaki
Bakso tempe,1/2 papan tempe--1 telor--5 sdm tepung tapioka--2 sdm terigu--Royco--Air--,Potong2 tempe kemudian rebus...setelh d rebus haluskan--Setelh halus campur kn telur dan rocyo kemudian beri air secukup ny...masukn terigu aduk terus kemudian tepung tapioka ny...aduk sampai tercampur--Didihkn air kemudian bulat bakso terus rebus...buat deh kuah bakso ny....--,2,/id/resep/4258814-bakso-tempe
Ayam kecap campur tempe,1/2 kl ayam yg sudah digoreng--1 papan tempe--secukupnya Lada bawang merah--3 siung Bawang putih--6 siung Bawang merah--3 butir Kemiri--secukupnya Kecap bango--,Potong tempe sesuai selera--Goreng tempe setengah matang--Haluskan semua bumbu--Siapkan wajan tuangkan minyak tunggu sampai panas--Lalu tumis bumbu sampai harum--Tambah kan sedikit air kira2 250 ml--Tambah kan kecap masukan tempe dan ayam goreng lalu tunggu sampai bumbu meresap--Lalu cicipi dan sajikan dengan nasi panas--,6,/id/resep/4258349-ayam-kecap-campur-tempe
T3B (Tumis Teri Tempe Buncis),"secukupnya Buncis--secukupnya Teri--secukupnya Tempe--3 siung bawang putih, iris tipis--4 siung bawang merah, iris tipis--10 buah  Cabe rawit atau sesuai selera--2 buah cabe merah keriting--secukupnya Garam--secukupnya Lada--secukupnya Penyedap rasa--secukupnya Minyak goreng untuk menumis--","Potong buncis kecil"" atau sesuai selera lalu cuci bersih.--Potong teri menjadi 2 bagian(bila terinya besar) atau sesuai selera anda.--Potong tempe dadu lalu goreng smpe kecoklatan.--Setelah itu panaskan minyak,masukan bawang putih n merah tumis hingga harum,lalu masukan garam lada penyedap rasa. Aduk hingga rata.--Kemudian masukan buncis. aduk"" hingga rata tambahkan air sedikit tunggu smpe agak layu baru kemudian masukan teri tempe. Aduk smpai rata.--Koreksi rasa bila sudah pas tunggu hingga buncis matang. Bila drsa sdah matang. Angkat.--Sajikan.--Selamat Mencoba😋--",6,/id/resep/4258109-t3b-tumis-teri-tempe-buncis
